0,-68,-68,12,-108,-32,4,-44,-120,-4,20,-60,-104,-108,16,-20,12,-20,52,-12,12,-96,-52,-52,-52,-52,-52,-52,-52

0,-144,-20,-184,-72,68,20,140,-212,-80,-56,52,-60,-80,-32,-72,8,-68,-16,4,4,-68,-16,-4,-52

0,36,-40,-88,-76,44,124,-60,-40,-60,188,-172,-148,-144,-20,-184,236,52,-296,4,12,-304,-104,-180

0,-84,-152,-100,-16,0,-148,-48,-4,76,-392,8,252,88,-344,-24,-12,-164,88,-296,32,88,-444,-16,104

0,-16,-104,-152,-32,-104,-120,-272,44,-144,80,-36,-64,8,4,-368,-32,-192,-40,-108,-64,40,-136

0,-136,-132,-172,-148,-64,92,-188,-212,-60,-84,-120,8,-172,-8,-16,-68,-432,196,-388,-128,-424,-180,-276,-164,-112

1,-160,-4,-260,-52,140,36,-1288,-488,152,332,1748,3144,4724,5336,5832,6260,5340,4544,4984,4808,5064,4564,4340,4288

1,312,-564,1832,3272,5132,5276,4060,5068,4764,6020,6636,5552,5028,4448,4316,4468,5208,5392,4832,4712,5248,4764,4836

1,20,-120,4,-36,-92,-32,-72,-424,-172,336,-336,-376,324,-992,-752,828,5260,5972,5884,5592,4080,4552,4544,3956,5176

1,212,164,324,172,-16,232,32,960,-1564,-584,96,312,644,2420,3888,5320,5360,5096,5364,4868,5084,4936,4344,4312

1,2316,2456,2428,2392,2388,2472,2632,2396,2452,2740,2128,2152,2388,2200,1648,4600,5844,6240,4648,4640,3448

1,2384,2412,2396,2320,2416,2632,2264,2504,2384,2276,2356,2152,2044,1960,3560,4476,5788,6108,6556,6456,5460,4812,4596,4556,4184,3592,3844

1,2200,2116,2120,2148,2140,2116,2008,2316,2080,1900,2212,2196,2124,1640,1368,2552,2704,2508,4060,4956,5784,6492,6132,6200,6044

2,-300,-56,-504,-556,-948,-460,484,2556,3128,4692,1376,1812,2996,2976,3580,3556,3332,2884,3356,2840,3140,3008,2684,4244
2,-364,-408,-368,-376,-432,-176,-1700,-1404,472,2416,3580,2760,2300,4652,3420,3352,3132,3180,3080,3104,3408
2,-812,88,204,128,264,780,1688,2428,2276,3224,1340,2200,3376,3572,4248,3360,-116,3580,7088,3952,-2084,2140,4432,-204
2,-464,-336,-292,-440,-464,-544,-380,-364,-464,-1676,536,2884,1468,1936,2812,3152,2448,2716,2488,3020,2572,2928
