0,2,-11,0,-15,-22,-19,3,-23,-16,-13,-10,10,-9,8,-27,-20,14,6,-25,-25,-14,-13,-10,-6,-4,-9,-13,-14,-14

0,4,3,-2,53,19,-19,-7,-8,-3,-4,1,-17,-12,-14,-9,-14,-1,-26,2,-30,-2,-23,-23,-26,7

0,-10,-16,-7,3,-15,-1,10,-31,-47,-38,25,27,12,1,-24,-8,-15,-9,-23,-239,-155,-48,-31,-10,-6,2

0,-7,15,-4,-4,-6,-31,-19,-7,-10,-25,15,8,-22,34,3,-17,-4,-14,-32,-13,11,-41,-2,-7,-10

0,-15,-21,-14,-31,-20,-10,18,-5,3,-4,-11,-13,-15,-18,-77,-29,-1,-11,-22,10,-23,-53,-5,-8,-2,-13,11

0,0,-4,-5,165,-12,-27,-18,-38,-27,13,-37,-124,15,-27,-21,-163,-11,-5,-11,-13,-16,-27,-6,-18

1,-26,-58,-26,-45,-5,-8,22,26,127,362,31,4,23,-182,-15,64,-91,-53,60,55,8,48,10,-7,5

1,790,88,-152,-58,-67,41,56,146,207,-487,-145,-110,-60,-67,3,37,-9,-1,-24,-26,0,10,90,57,108,121

1,2,-15,-9,-15,-15,-25,-21,9,-71,9,0,-22,-31,-37,193,47,-74,-103,161,297,33,-20,-76,-35

1,-15,-12,-5,-24,-16,-45,-8,8,-54,15,-10,-7,67,-33,-79,84,-29,-110,-56,-42,-56,-48,-24,-436,-7

1,-25,-14,-18,-8,-10,-7,-35,0,3,5,35,13,-7,-9,-23,24,36,-17,28,186,124,-9,-134,2,207,130,-59,-37

1,-12,-10,-10,-28,17,-16,-27,-32,-19,-10,-3,-3,-33,-17,41,86,166,-50,-8,-53,21,14

1,-8,4,-9,-11,-11,7,-34,1,10,2,13,4,30,-6,185,95,91,140,180,50,117,80,28,-17

2,-91,-53,-121,-251,-323,-238,-201,-217,310,592,470,79,476,595,158,10,-238,-267,-186,-212,-251,-252,-336,-164,82
2,-43,-34,-5,-1,3,-78,-127,-25,-256,-442,-338,-40,391,193,158,849,993,1033,149,-1168,-708,-262,-106,16,-69,8,-21,-194
2,-155,-303,-260,-97,-170,-200,-95,-41,-125,62,216,465,-123,143,139,-461,-447,1970,2654,130,-2477,2395,886,-670,-2101
2,-71,-24,-36,-29,-46,-13,-48,-17,-15,97,120,-25,-194,-407,-1063,-624,-311,695,919,835,494,125,-203,-737,-653,-471,-324
